order_id,pizza_id
85,classic_dlx_m
85,classic_dlx_s
85,ital_supr_l
85,the_greek_m
86,hawaiian_l
87,ital_cpcllo_m
87,mexicana_m
87,spinach_supr_l
87,spinach_supr_s
88,five_cheese_l
89,soppressata_l
89,thai_ckn_l
90,sicilian_l
90,thai_ckn_s
91,bbq_ckn_l
91,ckn_pesto_s
91,pepperoni_s
92,bbq_ckn_m
92,ital_supr_l
92,ital_supr_m
92,ital_veggie_s
92,pepperoni_m
92,peppr_salami_m
92,spinach_fet_s
92,spinach_supr_s
92,the_greek_m
93,sicilian_m
94,ital_cpcllo_m
94,southw_ckn_s
95,napolitana_s
95,peppr_salami_l
96,napolitana_s
97,big_meat_s
98,classic_dlx_l
98,napolitana_l
99,ital_supr_l
100,hawaiian_l
101,cali_ckn_l
101,pepperoni_l
101,soppressata_l
101,spicy_ital_m
102,bbq_ckn_s
102,prsc_argla_s
103,spinach_supr_s
104,bbq_ckn_m
104,ckn_alfredo_m
104,ital_veggie_m
104,veggie_veg_l
105,hawaiian_s
105,pepperoni_l
105,prsc_argla_m
106,mexicana_l
106,spicy_ital_l
107,cali_ckn_l
107,ital_supr_m
107,spicy_ital_l
107,veggie_veg_l
108,classic_dlx_l
108,hawaiian_l
108,spinach_supr_l
109,ital_cpcllo_l
109,ital_supr_l
109,pepperoni_m
109,prsc_argla_l
110,big_meat_s
110,napolitana_l
110,soppressata_l
110,spicy_ital_s
111,cali_ckn_m
111,five_cheese_l
111,pepperoni_m
111,spin_pesto_l
112,pepperoni_s
113,cali_ckn_l
113,mexicana_l
113,southw_ckn_m
114,pepperoni_l
114,sicilian_s
115,big_meat_s
115,napolitana_l
115,thai_ckn_m
116,five_cheese_l
117,peppr_salami_m
117,sicilian_l
118,prsc_argla_l
118,spinach_fet_s
119,four_cheese_m
120,classic_dlx_s
120,hawaiian_s
120,spinach_fet_l
121,bbq_ckn_m
121,four_cheese_l
121,sicilian_l
121,southw_ckn_l
122,ital_supr_m
123,ital_cpcllo_s
124,bbq_ckn_s
124,sicilian_l
124,spicy_ital_l
124,the_greek_s
125,the_greek_xl
126,veggie_veg_l
127,pepperoni_m
128,spicy_ital_s
129,big_meat_s
129,the_greek_m
130,hawaiian_s
130,ital_cpcllo_l
130,mexicana_m
130,southw_ckn_s
131,ckn_pesto_l
131,five_cheese_l
131,green_garden_s
131,spinach_supr_s
132,pepperoni_s
133,bbq_ckn_l
133,hawaiian_l
133,the_greek_s
134,big_meat_s
134,southw_ckn_l
134,spinach_supr_s
135,veggie_veg_l
136,five_cheese_l
136,peppr_salami_s
137,mediterraneo_l
137,pepperoni_s
137,spicy_ital_m
138,cali_ckn_m
138,four_cheese_l
138,ital_veggie_l
138,sicilian_m
139,five_cheese_l
140,prsc_argla_s
140,veggie_veg_m
141,classic_dlx_m
142,green_garden_m
143,cali_ckn_s
143,classic_dlx_s
143,hawaiian_l
143,mexicana_m
143,pepperoni_l
143,prsc_argla_s
143,thai_ckn_l
143,veggie_veg_m
144,bbq_ckn_m
144,big_meat_s
144,cali_ckn_l
144,ckn_pesto_m
144,five_cheese_l
144,four_cheese_l
144,pep_msh_pep_s
144,southw_ckn_l
144,southw_ckn_s
144,spicy_ital_l
144,thai_ckn_m
144,veggie_veg_l
145,the_greek_s
146,cali_ckn_l
146,four_cheese_m
146,hawaiian_m
147,the_greek_xl
148,mediterraneo_s
149,spinach_fet_m
150,pepperoni_m
151,southw_ckn_l
151,spinach_supr_s
152,hawaiian_s
152,spinach_fet_l
152,thai_ckn_s
152,the_greek_m
153,mexicana_m
154,prsc_argla_s
155,ckn_pesto_s
155,napolitana_l
155,pepperoni_l
155,peppr_salami_l
156,napolitana_m
156,thai_ckn_l
157,ital_supr_l
157,mediterraneo_m
157,sicilian_m
157,spin_pesto_m
158,ital_veggie_m
158,thai_ckn_m
159,four_cheese_l
159,thai_ckn_m
160,classic_dlx_m
161,hawaiian_s
161,spicy_ital_m
161,the_greek_xl
162,big_meat_s
163,hawaiian_m
163,pepperoni_l
163,the_greek_m
164,cali_ckn_l
164,pepperoni_m
165,prsc_argla_m
166,prsc_argla_s
167,bbq_ckn_l
167,ital_supr_m
167,pepperoni_m
168,big_meat_s
168,veggie_veg_m
169,four_cheese_l
169,ital_cpcllo_s
169,sicilian_m
170,hawaiian_l
171,napolitana_m
172,napolitana_s
172,spinach_supr_m
172,thai_ckn_l
173,cali_ckn_m
173,classic_dlx_m
173,veggie_veg_l
174,big_meat_s
174,cali_ckn_l
174,cali_ckn_m
174,ital_cpcllo_m
175,ital_supr_l
176,cali_ckn_l
176,peppr_salami_m
177,napolitana_s
177,thai_ckn_l
178,peppr_salami_l
179,hawaiian_l
179,sicilian_m
179,veggie_veg_s
180,classic_dlx_l
180,prsc_argla_l
181,mexicana_l
182,brie_carre_s
182,peppr_salami_l
183,napolitana_m
183,spin_pesto_l
183,spin_pesto_s
184,hawaiian_l
185,sicilian_m
185,spin_pesto_s
186,mexicana_l
186,southw_ckn_l
186,spin_pesto_l
186,thai_ckn_l
187,five_cheese_l
187,spin_pesto_l
188,five_cheese_l
188,pepperoni_s
188,peppr_salami_l
189,big_meat_s
189,thai_ckn_s
190,bbq_ckn_l
190,four_cheese_m
190,pep_msh_pep_s
190,prsc_argla_l
191,cali_ckn_l
191,ckn_alfredo_m
192,sicilian_s
192,southw_ckn_l
193,big_meat_s
193,cali_ckn_m
193,ckn_alfredo_l
194,bbq_ckn_s
195,bbq_ckn_l
196,sicilian_s
196,spicy_ital_m
196,veggie_veg_m
197,four_cheese_l
197,ital_cpcllo_l
197,ital_veggie_l
197,soppressata_l
198,big_meat_s
198,ckn_alfredo_l
199,ckn_alfredo_m
200,the_greek_xl
201,calabrese_m
201,ckn_pesto_l
201,ital_supr_l
201,the_greek_xl
202,cali_ckn_s
203,cali_ckn_l
203,ital_veggie_m
203,pep_msh_pep_l
203,the_greek_s
204,spicy_ital_l
205,cali_ckn_s
205,ckn_alfredo_m
205,prsc_argla_s
206,napolitana_m
206,pepperoni_s
206,spicy_ital_l
207,spicy_ital_l
208,bbq_ckn_l
208,bbq_ckn_s
208,ckn_alfredo_m
208,pepperoni_m
208,the_greek_m
209,cali_ckn_l
210,spinach_fet_s
211,pepperoni_s
212,ital_cpcllo_l
213,four_cheese_l
214,ital_cpcllo_l
214,ital_supr_m
214,mexicana_s
214,spin_pesto_m
215,green_garden_s
216,bbq_ckn_m
216,five_cheese_l
216,hawaiian_l
217,classic_dlx_m
217,spinach_fet_s
218,spicy_ital_m
219,bbq_ckn_l
219,five_cheese_l
219,peppr_salami_m
219,spinach_fet_m
220,hawaiian_s
220,ital_cpcllo_s
220,napolitana_l
220,spicy_ital_l
221,five_cheese_l
221,prsc_argla_m
221,the_greek_s
222,four_cheese_l
222,sicilian_s
223,pep_msh_pep_s
224,ckn_alfredo_s
224,ital_supr_m
224,napolitana_m
224,thai_ckn_l
225,bbq_ckn_l
225,bbq_ckn_m
225,southw_ckn_s
226,classic_dlx_l
227,bbq_ckn_m
227,the_greek_m
228,ital_veggie_s
229,ital_veggie_l
229,prsc_argla_l
229,spin_pesto_s
230,thai_ckn_m
231,cali_ckn_l
231,napolitana_s
231,prsc_argla_s
232,bbq_ckn_m
232,spinach_supr_l
233,spinach_fet_s
234,ckn_alfredo_m
234,ital_supr_s
234,napolitana_m
235,cali_ckn_m
236,classic_dlx_l
236,green_garden_m
237,green_garden_s
238,spin_pesto_l
239,ital_supr_l
239,thai_ckn_m
240,four_cheese_m
241,sicilian_m
241,spinach_supr_l
242,calabrese_m
242,thai_ckn_l
242,veggie_veg_m
243,classic_dlx_l
243,spinach_supr_s
244,ital_supr_s
244,spicy_ital_l
245,bbq_ckn_l
245,ckn_pesto_l
246,ckn_alfredo_m
246,pepperoni_l
247,hawaiian_m
247,sicilian_m
247,spinach_supr_s
248,hawaiian_s
248,thai_ckn_l
249,bbq_ckn_l
249,calabrese_s
250,four_cheese_m
251,mexicana_m
252,prsc_argla_m
253,brie_carre_s
254,bbq_ckn_l
254,brie_carre_s
254,five_cheese_l
255,five_cheese_l
255,green_garden_m
255,hawaiian_l
255,spinach_fet_m
256,pep_msh_pep_l
257,cali_ckn_l
257,ckn_alfredo_l
258,classic_dlx_m
259,pepperoni_l
260,five_cheese_l
260,the_greek_l
261,brie_carre_s
262,cali_ckn_m
263,spin_pesto_l
264,mexicana_m
265,ckn_alfredo_m
265,mexicana_l
265,sicilian_m
265,spicy_ital_l
266,peppr_salami_m
267,four_cheese_l
267,mediterraneo_l
267,napolitana_s
268,ital_supr_l
268,pepperoni_s
269,ckn_alfredo_m
270,southw_ckn_l
270,spin_pesto_l
270,thai_ckn_l
271,big_meat_s
271,cali_ckn_m
271,ckn_alfredo_m
271,ckn_pesto_l
271,classic_dlx_m
271,ital_supr_m
271,sicilian_s
271,soppressata_m
271,southw_ckn_m
271,the_greek_s
272,ital_supr_m
273,soppressata_s
274,four_cheese_l
274,thai_ckn_l
275,classic_dlx_l
275,five_cheese_l
275,pepperoni_s
275,sicilian_m
276,five_cheese_l
276,spicy_ital_l
277,four_cheese_m
278,ital_veggie_m
278,southw_ckn_l
279,cali_ckn_m
279,ckn_alfredo_m
280,prsc_argla_m
280,veggie_veg_m
281,sicilian_s
282,classic_dlx_s
282,five_cheese_l
282,peppr_salami_l
282,spin_pesto_l
283,napolitana_m
284,four_cheese_m
284,hawaiian_s
284,napolitana_m
285,prsc_argla_l
286,ital_supr_m
286,peppr_salami_l
287,ital_supr_m
287,pep_msh_pep_m
287,pepperoni_m
287,sicilian_s
288,brie_carre_s
288,prsc_argla_l
288,spinach_supr_l
289,five_cheese_l
290,classic_dlx_s
290,veggie_veg_m
291,bbq_ckn_l
291,ckn_alfredo_m
291,four_cheese_m
292,spin_pesto_m
292,spinach_fet_l
293,classic_dlx_s
293,ital_veggie_s
294,bbq_ckn_m
294,ital_supr_l
294,thai_ckn_l
295,cali_ckn_m
296,green_garden_s
296,ital_cpcllo_s
296,thai_ckn_m
297,southw_ckn_m
298,cali_ckn_m
298,cali_ckn_s
298,ckn_alfredo_m
298,classic_dlx_s
299,classic_dlx_s
299,spinach_fet_m
300,big_meat_s
300,ital_cpcllo_s
300,ital_veggie_s
300,spinach_supr_s
301,napolitana_l
302,peppr_salami_l
303,big_meat_s
303,ital_cpcllo_m
303,pepperoni_s
304,hawaiian_s
304,mexicana_l
305,pepperoni_l
305,sicilian_s
305,spicy_ital_m
306,big_meat_s
306,hawaiian_s
306,napolitana_m
307,classic_dlx_l
307,thai_ckn_m
308,hawaiian_l
308,pep_msh_pep_l
308,thai_ckn_s
309,five_cheese_l
309,peppr_salami_m
310,hawaiian_s
310,thai_ckn_s
311,sicilian_l
312,big_meat_s
312,brie_carre_s
312,ckn_alfredo_m
312,sicilian_m
313,classic_dlx_m
314,calabrese_m
314,five_cheese_l
314,green_garden_m
314,hawaiian_m
314,veggie_veg_m
315,classic_dlx_m
316,hawaiian_s
316,ital_supr_m
317,cali_ckn_s
317,classic_dlx_m
317,four_cheese_l
317,hawaiian_s
317,pep_msh_pep_l
317,prsc_argla_s
317,spinach_fet_s
318,ital_cpcllo_l
318,mexicana_l
318,soppressata_s
318,spicy_ital_l
319,ital_supr_m
320,cali_ckn_m
320,ckn_pesto_l
321,ital_supr_l
322,cali_ckn_l
322,ckn_pesto_l
322,classic_dlx_s
322,thai_ckn_l
323,classic_dlx_m
324,five_cheese_l
325,classic_dlx_s
325,veggie_veg_s
326,cali_ckn_m
326,spinach_supr_l
327,classic_dlx_m
328,mediterraneo_l
329,spicy_ital_l
329,spinach_supr_m
330,big_meat_s
330,ckn_alfredo_m
330,classic_dlx_m
330,classic_dlx_s
330,five_cheese_l
330,four_cheese_l
330,hawaiian_l
330,pep_msh_pep_l
330,peppr_salami_s
330,sicilian_l
330,spicy_ital_l
330,spicy_ital_m
330,spinach_fet_l
330,the_greek_m
331,prsc_argla_m
332,sicilian_m
332,southw_ckn_l
332,thai_ckn_m
333,ckn_alfredo_m
334,calabrese_l
334,pepperoni_m
334,southw_ckn_m
334,thai_ckn_l
335,mediterraneo_l
336,prsc_argla_l
337,hawaiian_l
337,pepperoni_l
338,mexicana_l
338,thai_ckn_l
338,the_greek_xl
339,spicy_ital_m
340,peppr_salami_s
341,bbq_ckn_m
341,pepperoni_s
342,sicilian_l
342,southw_ckn_l
343,five_cheese_l
343,four_cheese_m
344,ital_cpcllo_m
345,peppr_salami_s
345,spinach_fet_s
346,green_garden_s
346,hawaiian_s
346,ital_cpcllo_l
346,napolitana_s
347,spinach_fet_l
347,thai_ckn_l
347,veggie_veg_m
348,classic_dlx_m
348,thai_ckn_l
348,thai_ckn_s
349,pepperoni_l
350,classic_dlx_l
350,pepperoni_m
350,spicy_ital_s
351,big_meat_s
351,hawaiian_m
352,big_meat_s
352,ital_cpcllo_l
353,bbq_ckn_l
353,cali_ckn_l
353,prsc_argla_s
354,green_garden_s
354,veggie_veg_l
355,ckn_alfredo_m
355,ital_supr_m
356,ckn_alfredo_m
357,cali_ckn_l
357,southw_ckn_s
357,spinach_fet_s
358,ital_supr_m
359,green_garden_m
359,thai_ckn_l
360,bbq_ckn_l
360,green_garden_s
360,hawaiian_s
361,big_meat_s
361,ital_cpcllo_s
362,bbq_ckn_m
362,mexicana_l
363,mediterraneo_l
363,mexicana_l
364,ital_supr_m
364,the_greek_xl
365,four_cheese_m
365,mediterraneo_l
365,pepperoni_m
366,ital_cpcllo_l
367,hawaiian_l
367,spinach_fet_m
368,spin_pesto_m
368,thai_ckn_l
369,spinach_fet_m
370,four_cheese_l
370,hawaiian_s
371,pepperoni_m
372,spinach_fet_s
373,ckn_pesto_s
373,classic_dlx_m
373,sicilian_l
374,big_meat_s
374,ckn_alfredo_m
374,peppr_salami_s
375,mexicana_m
376,the_greek_xl
376,veggie_veg_l
377,hawaiian_m
377,thai_ckn_l
378,ital_veggie_s
379,thai_ckn_l
380,calabrese_m
380,cali_ckn_m
381,southw_ckn_m
382,thai_ckn_s
382,veggie_veg_m
383,spicy_ital_m
384,hawaiian_s
384,ital_cpcllo_m
384,mediterraneo_m
384,the_greek_s
385,veggie_veg_l
386,ital_veggie_s
386,soppressata_m
386,thai_ckn_m
387,bbq_ckn_s
387,big_meat_s
387,ckn_pesto_m
387,five_cheese_l
387,pepperoni_s
387,spicy_ital_l
387,spinach_fet_s
388,bbq_ckn_s
388,ckn_alfredo_m
388,mediterraneo_m
388,veggie_veg_s
389,spin_pesto_l
390,pep_msh_pep_l
391,the_greek_m
392,big_meat_s
392,calabrese_s
392,cali_ckn_l
392,pepperoni_s
392,prsc_argla_l
392,sicilian_l
392,soppressata_l
392,spicy_ital_l
393,green_garden_s
393,hawaiian_l
394,big_meat_s
394,ckn_pesto_s
394,hawaiian_l
394,hawaiian_s
394,pep_msh_pep_l
394,pepperoni_m
394,pepperoni_s
394,sicilian_l
394,spicy_ital_l
394,spin_pesto_s
394,thai_ckn_l
394,veggie_veg_s
395,napolitana_m
396,spinach_fet_s
397,five_cheese_l
397,hawaiian_l
397,pepperoni_m
398,pepperoni_s
399,bbq_ckn_m
399,cali_ckn_l
399,four_cheese_m
399,the_greek_m
400,pepperoni_m
400,thai_ckn_l
401,veggie_veg_m
402,four_cheese_l
402,ital_supr_m
403,bbq_ckn_s
403,classic_dlx_l
403,prsc_argla_s
404,ckn_pesto_l
405,sicilian_l
406,ckn_alfredo_m
406,classic_dlx_m
406,ital_veggie_s
407,cali_ckn_m
407,classic_dlx_l
407,pepperoni_m
408,brie_carre_s
408,peppr_salami_m
409,pepperoni_l
410,big_meat_s
410,mediterraneo_m
410,the_greek_xl
411,ital_supr_m
411,southw_ckn_l
412,brie_carre_s
412,spinach_supr_m
413,the_greek_s
414,classic_dlx_s
414,five_cheese_l
414,ital_supr_m
415,cali_ckn_s
416,spinach_fet_l
417,pepperoni_s
418,ckn_pesto_m
418,sicilian_m
419,bbq_ckn_l
419,hawaiian_l
419,ital_veggie_m
419,veggie_veg_s
420,five_cheese_l
420,pep_msh_pep_s
421,bbq_ckn_l
421,calabrese_l
421,ckn_pesto_s
422,four_cheese_l
422,ital_supr_m
422,spinach_fet_m
423,ital_supr_l
423,sicilian_s
424,pepperoni_m
425,soppressata_m
426,classic_dlx_m
426,sicilian_s
426,soppressata_m
427,spinach_fet_l
428,calabrese_l
428,ital_cpcllo_s
429,spicy_ital_m
430,green_garden_m
430,sicilian_s
431,big_meat_s
431,ckn_alfredo_s
431,four_cheese_l
431,hawaiian_l
432,ital_cpcllo_s
432,thai_ckn_l
432,veggie_veg_s
433,spicy_ital_l
434,napolitana_m
434,spicy_ital_l
434,veggie_veg_l
435,classic_dlx_m
435,pep_msh_pep_m
435,spinach_supr_s
436,classic_dlx_l
436,ital_supr_m
436,pep_msh_pep_s
436,peppr_salami_s
437,bbq_ckn_m
438,veggie_veg_m
439,ckn_alfredo_m
439,pepperoni_m
439,the_greek_s
440,calabrese_m
440,ckn_alfredo_m
440,five_cheese_l
440,four_cheese_l
440,four_cheese_m
440,green_garden_l
440,green_garden_m
440,hawaiian_l
440,ital_veggie_l
440,pepperoni_l
440,spicy_ital_l
440,spinach_fet_s
440,thai_ckn_l
440,veggie_veg_m
441,spicy_ital_l
441,thai_ckn_l
442,peppr_salami_l
443,big_meat_s
443,cali_ckn_m
443,four_cheese_l
443,ital_cpcllo_m
443,ital_veggie_m
443,mexicana_l
443,pepperoni_l
443,sicilian_l
443,sicilian_m
443,southw_ckn_m
443,spicy_ital_l
443,spicy_ital_s
443,spinach_supr_m
443,thai_ckn_m
444,four_cheese_m
445,hawaiian_l
446,big_meat_s
446,ital_veggie_m
446,sicilian_l
447,five_cheese_l
448,hawaiian_s
448,pep_msh_pep_m
448,sicilian_m
449,thai_ckn_l
450,big_meat_s
451,five_cheese_l
451,ital_cpcllo_m
451,southw_ckn_l
452,bbq_ckn_m
452,big_meat_s
452,sicilian_m
453,cali_ckn_s
453,four_cheese_l
453,sicilian_m
453,thai_ckn_l
454,spicy_ital_m
455,ital_supr_l
456,spinach_fet_l
457,cali_ckn_l
457,ckn_alfredo_m
457,classic_dlx_m
458,prsc_argla_m
458,spinach_supr_m
458,the_greek_s
459,spicy_ital_l
460,green_garden_s
460,ital_supr_m
461,cali_ckn_m
461,hawaiian_s
462,spinach_fet_s
463,bbq_ckn_l
463,prsc_argla_m
464,bbq_ckn_l
464,calabrese_m
465,napolitana_s
466,spinach_fet_l
466,the_greek_xl
467,prsc_argla_s
468,four_cheese_l
468,pepperoni_l
469,bbq_ckn_m
469,sicilian_s
470,veggie_veg_s
471,ital_veggie_s
472,ital_veggie_l
472,ital_veggie_m
473,hawaiian_l
473,prsc_argla_m
473,southw_ckn_m
474,green_garden_s
474,pepperoni_s
475,big_meat_s
475,thai_ckn_l
476,pepperoni_m
476,prsc_argla_l
476,veggie_veg_m
477,green_garden_m
477,mexicana_m
478,calabrese_m
478,ckn_alfredo_m
479,five_cheese_l
479,ital_cpcllo_l
480,pepperoni_m
481,pepperoni_s
481,spinach_fet_s
482,green_garden_l
482,ital_supr_m
482,spicy_ital_s
483,bbq_ckn_l
483,napolitana_s
483,pep_msh_pep_s
483,spicy_ital_m
484,four_cheese_l
484,mexicana_l
485,cali_ckn_m
486,spinach_supr_s
487,hawaiian_s
487,sicilian_l
487,spinach_fet_l
488,veggie_veg_m
489,peppr_salami_l
490,big_meat_s
490,classic_dlx_m
490,napolitana_m
491,napolitana_s
491,pepperoni_l
491,peppr_salami_l
491,prsc_argla_m
492,ckn_pesto_l
492,sicilian_m
492,spinach_fet_m
493,ital_supr_l
494,five_cheese_l
494,four_cheese_l
494,mexicana_l
494,southw_ckn_l
495,ital_supr_m
495,sicilian_l
496,hawaiian_l
496,soppressata_s
497,veggie_veg_s
498,ital_supr_m
499,calabrese_s
499,four_cheese_l
499,mexicana_m
499,pep_msh_pep_m
500,mediterraneo_m
501,cali_ckn_s
501,hawaiian_s
501,southw_ckn_l
502,ital_veggie_m
503,pepperoni_l
503,sicilian_m
504,the_greek_l
505,pepperoni_m
505,the_greek_xl
506,spinach_fet_m
507,ckn_pesto_s
508,cali_ckn_m
508,cali_ckn_s
508,pepperoni_m
509,spicy_ital_l
510,classic_dlx_m
510,classic_dlx_s
510,ital_supr_l
510,spicy_ital_l
511,five_cheese_l
512,ital_veggie_m
513,four_cheese_l
513,ital_veggie_m
513,pepperoni_l
513,thai_ckn_l
514,classic_dlx_s
515,ckn_pesto_l
515,mediterraneo_l
516,napolitana_l
516,veggie_veg_l
517,mexicana_m
518,big_meat_s
518,prsc_argla_l
518,sicilian_s
519,prsc_argla_s
520,spin_pesto_l
521,thai_ckn_s
522,bbq_ckn_s
522,big_meat_s
522,classic_dlx_s
522,five_cheese_l
522,four_cheese_l
522,green_garden_s
522,ital_cpcllo_m
522,ital_veggie_l
522,sicilian_l
522,the_greek_l
522,the_greek_m
523,prsc_argla_m
524,sicilian_s
524,thai_ckn_m
525,pepperoni_l
526,cali_ckn_l
526,five_cheese_l
527,four_cheese_l
527,southw_ckn_l
528,ital_cpcllo_m
529,calabrese_m
529,cali_ckn_m
529,hawaiian_s
530,classic_dlx_l
530,ital_supr_m
531,peppr_salami_m
532,peppr_salami_l
532,soppressata_s
533,five_cheese_l
533,spicy_ital_l
533,the_greek_xl
534,prsc_argla_l
534,southw_ckn_l
535,classic_dlx_m
536,brie_carre_s
536,peppr_salami_l
537,classic_dlx_s
537,hawaiian_s
537,ital_supr_l
538,spinach_supr_l
539,five_cheese_l
539,ital_veggie_l
539,spinach_fet_m
540,spinach_supr_l
541,big_meat_s
542,bbq_ckn_l
542,prsc_argla_m
543,ckn_pesto_l
543,classic_dlx_m
543,mediterraneo_m
544,napolitana_m
544,sicilian_m
545,pepperoni_l
545,pepperoni_s
545,peppr_salami_l
545,soppressata_l
546,green_garden_s
547,big_meat_s
548,hawaiian_l
549,big_meat_s
549,thai_ckn_l
550,spinach_fet_m
550,the_greek_m
551,four_cheese_l
551,soppressata_m
551,thai_ckn_l
551,the_greek_m
552,ckn_alfredo_m
552,green_garden_s
552,ital_supr_l
553,mexicana_l
554,ckn_alfredo_m
554,green_garden_s
555,bbq_ckn_s
555,hawaiian_s
556,four_cheese_l
556,the_greek_xl
557,sicilian_s
557,spicy_ital_s
558,hawaiian_m
559,classic_dlx_s
560,green_garden_m
560,spicy_ital_m
561,spinach_supr_s
562,ckn_alfredo_m
563,mexicana_l
563,veggie_veg_s
564,mediterraneo_s
564,pepperoni_m
564,spinach_supr_l
565,ital_veggie_s
566,spinach_supr_l
567,bbq_ckn_l
567,five_cheese_l
567,four_cheese_m
567,pepperoni_m
567,sicilian_m
567,sicilian_s
567,soppressata_l
567,spicy_ital_l
567,spinach_supr_m
567,thai_ckn_s
568,mexicana_l
569,bbq_ckn_s
569,ckn_alfredo_m
569,classic_dlx_s
570,green_garden_m
570,southw_ckn_l
571,big_meat_s
572,southw_ckn_m
573,classic_dlx_m
573,five_cheese_l
574,ital_veggie_m
575,classic_dlx_l
575,napolitana_l
575,pepperoni_l
575,spinach_fet_m
576,big_meat_s
576,ckn_alfredo_m
576,spinach_fet_s
577,spinach_fet_m
577,veggie_veg_l
578,bbq_ckn_s
578,calabrese_m
578,pepperoni_l
578,peppr_salami_m
578,the_greek_xl
579,green_garden_s
580,hawaiian_m
580,southw_ckn_m
581,mexicana_l
582,mediterraneo_l
583,ital_supr_l
584,sicilian_s
584,soppressata_s
585,brie_carre_s
585,mexicana_l
586,ital_cpcllo_m
586,southw_ckn_m
587,peppr_salami_l
587,peppr_salami_s
